"","Exchange Date","Close","Net","%Chg","Open","Low","High","Volume","Turnover - EUR","Flow"
"161",2022-06-21,3494,24.1700000000001,0.00696575912940982,3469.83,3469.83,3524.24,286823100,5657240000,317730280000
"162",2022-06-20,3469.83,31.3699999999999,0.00912327030123948,3443.25,3429.4,3469.85,270250010,4817730000,312073040000
"163",2022-06-17,3438.46,10.5500000000002,0.00307767706853452,3433.56,3422.78,3485.94,734815160,15824700000,307255310000
"164",2022-06-16,3427.91,-104.41,-0.0295584771481633,3528.11,3420.65,3528.11,402031920,7588650000,291430610000
"165",2022-06-15,3532.32,57.1400000000003,0.0164423137794302,3496.28,3487.44,3549.27,423778890,7719690000,299019260000
"166",2022-06-14,3475.18,-27.3200000000002,-0.00780014275517492,3512.04,3466.69,3540.87,359023260,7323780000,291299570000
"167",2022-06-13,3502.5,-96.6999999999998,-0.026867081573683,3581.87,3494.31,3581.87,488508790,8578250000,298623350000
"168",2022-06-10,3599.2,-125.25,-0.0336291264482004,3716.56,3596.64,3716.56,569963010,8845800000,307201600000
"169",2022-06-09,3724.45,-64.48,-0.0170179971654267,3780.03,3719.52,3788.97,326909580,7022120000,316047400000
"170",2022-06-08,3788.93,-17.8099999999999,-0.00467854384591539,3815.77,3768.43,3823.98,270068540,6165430000,323069520000
"171",2022-06-07,3806.74,-31.6800000000003,-0.00825339592853317,3830.21,3783.35,3830.21,226081950,5143750000,329234950000
"172",2022-06-06,3838.42,54.7600000000002,0.0144727591802647,3793.07,3793.07,3857.27,224083410,4734660000,334378700000
"173",2022-06-03,3783.66,-11.4700000000003,-0.00302229436145804,3813.29,3777.47,3822.37,203490550,4246140000,329644040000
"174",2022-06-02,3795.13,35.5900000000001,0.00946658367779041,3761.19,3761.19,3799.18,184200230,4649860000,333890180000
"175",2022-06-01,3759.54,-29.6700000000001,-0.00783012817975253,3800.1,3755.06,3813.04,294979470,6706160000,329240320000
"176",2022-05-31,3789.21,-52.4099999999999,-0.0136426819935339,3833.03,3780.41,3833.73,539425750,15890600000,335946480000
"177",2022-05-30,3841.62,32.7599999999998,0.0086009987240276,3817.71,3817.71,3852.68,254145460,5792140000,351837080000
"178",2022-05-27,3808.86,68.5500000000002,0.018327357892795,3744.63,3744.63,3808.86,275060730,6817580000,346044940000
"179",2022-05-26,3740.31,63.21,0.0171901770416905,3675.24,3675.24,3747.41,268815680,5629310000,339227360000
"180",2022-05-25,3677.1,29.54,0.00809856451984339,3652.39,3633.78,3690.82,328183400,6251240000,333598050000
"181",2022-05-24,3647.56,-60.8299999999999,-0.0164033448477641,3700.12,3645.51,3700.12,318885680,6243340000,327346810000
"182",2022-05-23,3708.39,51.3599999999997,0.0140441833947219,3669.53,3653.14,3708.39,310804740,6164200000,333590150000
"183",2022-05-20,3657.03,16.48,0.00452678853469943,3650.09,3645.77,3710.67,375237630,8183110000,327425950000
"184",2022-05-19,3640.55,-50.1899999999996,-0.01359889886581,3662.53,3592.01,3662.53,324384140,7274450000,319242840000
"185",2022-05-18,3690.74,-50.7700000000004,-0.0135693877605567,3745.24,3684.36,3752.29,274707730,6132270000,326517290000
"186",2022-05-17,3741.51,56.1700000000001,0.0152414702578324,3696.01,3696.01,3752.14,292541240,6201130000,332649560000
"187",2022-05-16,3685.34,-18.0799999999999,-0.00488197395920526,3695.78,3660.19,3705.23,256240910,6124140000,326448430000
"188",2022-05-13,3703.42,89.9900000000002,0.0249043152904582,3628.25,3628.25,3703.42,308203530,7108670000,332572570000
"189",2022-05-12,3613.43,-34.4400000000001,-0.00944112591731615,3617.71,3544.56,3637.62,376080940,8849060000,325463900000
"190",2022-05-11,3647.87,93.0699999999997,0.0261815010689771,3575.16,3553.72,3647.87,403973620,9296250000,334312960000
"191",2022-05-10,3554.8,27.9400000000001,0.00792206098342436,3537.66,3537.66,3611.08,369753200,7703520000,325016710000
"192",2022-05-09,3526.86,-102.31,-0.0281910188831055,3618.45,3526.86,3628.25,343283060,7468010000,317313190000
"193",2022-05-06,3629.17,-67.46,-0.0182490538679825,3678.85,3602.77,3678.85,472063880,9648610000,324781200000
"194",2022-05-05,3696.63,-28.3599999999997,-0.00761344325756571,3744.91,3684.45,3814.11,410754930,8171260000,334429810000
"195",2022-05-04,3724.99,-36.2000000000003,-0.00962461348668913,3758.44,3724.95,3767.66,267266040,6218320000,342601070000
"196",2022-05-03,3761.19,28.75,0.0077027360118314,3738.49,3727.52,3773.3,319952220,7438770000,348819390000
"197",2022-05-02,3732.44,-70.4200000000001,-0.0185176419852427,3772.91,3692.82,3772.91,299073800,6892490000,341380620000
"198",2022-04-29,3802.86,25.8400000000001,0.00684137229879644,3785.58,3785.58,3833.89,356284950,8312590000,348273110000
"199",2022-04-28,3777.02,42.3800000000001,0.011347813979393,3750.21,3731.95,3809.24,345535800,7802240000,339960520000
"200",2022-04-27,3734.64,13.2799999999997,0.00356858782810579,3719.35,3675.54,3748.97,445565680,8403310000,332158280000
"201",2022-04-26,3721.36,-36.23,-0.00964181829310809,3769.66,3717.98,3804.96,435913810,8493440000,323754970000
"202",2022-04-25,3757.59,-82.4200000000001,-0.0214634857721725,3826.96,3739.67,3826.96,349419650,8373030000,332248410000
"203",2022-04-22,3840.01,-88.02,-0.0224081791636011,3905.8,3838.19,3905.8,363052050,8364640000,340621440000
"204",2022-04-21,3928.03,31.2200000000003,0.0080116813496168,3901.33,3897.46,3954.3,282538210,7464170000,348986080000
"205",2022-04-20,3896.81,66.0499999999997,0.0172420094184965,3835.16,3833.46,3905.75,330436390,7782650000,341521910000
"206",2022-04-19,3830.76,-17.9199999999996,-0.00465614184603542,3842.07,3793.47,3848.63,271176950,6842630000,333739260000
"207",2022-04-14,3848.68,20.7199999999998,0.00541280473150184,3834.33,3823.85,3859.59,314073370,7741280000,340581890000
"208",2022-04-13,3827.96,-3.50999999999976,-0.000916097476947428,3827.47,3788.87,3833.98,271637240,6560120000,332840610000
"209",2022-04-12,3831.47,-8.15000000000009,-0.00212260588287385,3818.76,3763.32,3853.23,335929810,7806690000,339400730000
"210",2022-04-11,3839.62,-18.75,-0.00485956504948981,3845.7,3813.16,3870.06,288506990,6652330000,347207420000
"211",2022-04-08,3858.37,56.3599999999997,0.0148237379701788,3812.08,3812.08,3872.59,322079600,6733210000,353859750000
"212",2022-04-07,3802.01,-22.6799999999998,-0.00592989235728904,3836.46,3797.6,3874.29,346911360,8005610000,347126540000
"213",2022-04-06,3824.69,-93.1599999999999,-0.0237783478183187,3915.53,3792.56,3915.53,461231420,9051190000,355132150000
"214",2022-04-05,3917.85,-33.27,-0.00842039725444937,3952.58,3896.62,3969.04,333152350,7331730000,364183340000
"215",2022-04-04,3951.12,32.4400000000001,0.00827829779415519,3925.27,3891,3956.59,267304330,6296920000,371515070000
"216",2022-04-01,3918.68,16.1599999999999,0.00414091407603288,3906.57,3895.7,3935.73,281453320,6135330000,365218150000
"217",2022-03-31,3902.52,-56.6199999999999,-0.0143010855892946,3964.01,3902.52,3979.7,359639650,8225350000,359082820000
"218",2022-03-30,3959.14,-43.04,-0.0107541389942481,3997.46,3942.81,3997.46,341355120,7513530000,367308170000
